fileName,realTime,callCnt,threadCnt,cpuCnt,algoName
./testData/saj12.txt,416.294,0,10,2,mpi
./testData/saj12.txt,417.837,0,10,2,mpi
./testData/saj12.txt,416.620,0,10,2,mpi
./testData/saj12.txt,448.673,0,10,2,mpi
./testData/saj12.txt,424.956,0,10,2,mpi
./testData/saj12.txt,423.277,0,10,2,mpi
./testData/saj12.txt,418.491,0,10,2,mpi
./testData/saj12.txt,417.824,0,10,2,mpi
./testData/saj12.txt,415.873,0,10,2,mpi
./testData/saj12.txt,418.39,0,10,2,mpi
./testData/saj12.txt,300.102,0,15,2,mpi
./testData/saj12.txt,300.998,0,15,2,mpi
./testData/saj12.txt,384.298,0,15,2,mpi
./testData/saj12.txt,304.934,0,15,2,mpi
./testData/saj12.txt,304.736,0,15,2,mpi
./testData/saj12.txt,303.340,0,15,2,mpi
./testData/saj12.txt,299.787,0,15,2,mpi
./testData/saj12.txt,298.981,0,15,2,mpi
./testData/saj12.txt,300.907,0,15,2,mpi
./testData/saj12.txt,300.376,0,15,2,mpi
./testData/saj12.txt,362.889,0,20,2,mpi
./testData/saj12.txt,362.226,0,20,2,mpi
./testData/saj12.txt,296.357,0,20,2,mpi
./testData/saj12.txt,388.998,0,20,2,mpi
./testData/saj12.txt,366.158,0,20,2,mpi
./testData/saj12.txt,367.194,0,20,2,mpi
./testData/saj12.txt,362.362,0,20,2,mpi
./testData/saj12.txt,362.352,0,20,2,mpi
./testData/saj12.txt,362.720,0,20,2,mpi
./testData/saj12.txt,361.222,0,20,2,mpi
./testData/saj12.txt,316.791,0,5,2,mpi
./testData/saj12.txt,313.501,0,5,2,mpi
./testData/saj12.txt,315.442,0,5,2,mpi
./testData/saj12.txt,316.560,0,5,2,mpi
./testData/saj12.txt,315.121,0,5,2,mpi
./testData/saj12.txt,314.485,0,5,2,mpi
./testData/saj12.txt,316.806,0,5,2,mpi
./testData/saj12.txt,315.706,0,5,2,mpi
./testData/saj12.txt,315.166,0,5,2,mpi
./testData/saj12.txt,315.891,0,5,2,mpi
./testData/saj12.txt,70.899,0,10,3,mpi
./testData/saj12.txt,70.672,0,10,3,mpi
./testData/saj12.txt,74.108,0,10,3,mpi
./testData/saj12.txt,72.350,0,10,3,mpi
./testData/saj12.txt,72.259,0,10,3,mpi
./testData/saj12.txt,65.815,0,10,3,mpi
./testData/saj12.txt,74.527,0,10,3,mpi
./testData/saj12.txt,73.204,0,10,3,mpi
./testData/saj12.txt,71.166,0,10,3,mpi
./testData/saj12.txt,72.923,0,10,3,mpi
./testData/saj12.txt,61.967,0,15,3,mpi
./testData/saj12.txt,62.398,0,15,3,mpi
./testData/saj12.txt,64.27,0,15,3,mpi
./testData/saj12.txt,60.872,0,15,3,mpi
./testData/saj12.txt,60.787,0,15,3,mpi
./testData/saj12.txt,63.609,0,15,3,mpi
./testData/saj12.txt,64.558,0,15,3,mpi
./testData/saj12.txt,63.760,0,15,3,mpi
./testData/saj12.txt,62.405,0,15,3,mpi
./testData/saj12.txt,68.141,0,15,3,mpi
./testData/saj12.txt,55.243,0,20,3,mpi
./testData/saj12.txt,54.628,0,20,3,mpi
./testData/saj12.txt,55.835,0,20,3,mpi
./testData/saj12.txt,53.582,0,20,3,mpi
./testData/saj12.txt,59.156,0,20,3,mpi
./testData/saj12.txt,54.277,0,20,3,mpi
./testData/saj12.txt,55.411,0,20,3,mpi
./testData/saj12.txt,54.414,0,20,3,mpi
./testData/saj12.txt,54.961,0,20,3,mpi
./testData/saj12.txt,54.429,0,20,3,mpi
./testData/saj12.txt,127.976,0,5,3,mpi
./testData/saj12.txt,123.233,0,5,3,mpi
./testData/saj12.txt,116.93,0,5,3,mpi
./testData/saj12.txt,123.85,0,5,3,mpi
./testData/saj12.txt,121.641,0,5,3,mpi
./testData/saj12.txt,255.691,0,1,4,mpi
./testData/saj12.txt,208.748,0,1,4,mpi
./testData/saj12.txt,212.197,0,1,4,mpi
./testData/saj12.txt,207.939,0,1,4,mpi
./testData/saj12.txt,211.315,0,1,4,mpi
./testData/saj12.txt,208.325,0,1,4,mpi
./testData/saj12.txt,65.880,0,10,4,mpi
./testData/saj12.txt,58.688,0,10,4,mpi
./testData/saj12.txt,48.89,0,10,4,mpi
./testData/saj12.txt,61.916,0,10,4,mpi
./testData/saj12.txt,49.799,0,10,4,mpi
./testData/saj12.txt,58.886,0,10,4,mpi
./testData/saj12.txt,59.204,0,15,4,mpi
./testData/saj12.txt,45.47,0,15,4,mpi
./testData/saj12.txt,49.626,0,15,4,mpi
./testData/saj12.txt,46.994,0,15,4,mpi
./testData/saj12.txt,49.263,0,15,4,mpi
./testData/saj12.txt,47.957,0,15,4,mpi
./testData/saj12.txt,48.586,0,15,4,mpi
./testData/saj12.txt,46.803,0,15,4,mpi
./testData/saj12.txt,46.634,0,15,4,mpi
./testData/saj12.txt,54.858,0,15,4,mpi
./testData/saj12.txt,55.984,0,15,4,mpi
./testData/saj12.txt,46.554,0,15,4,mpi
./testData/saj12.txt,47.464,0,15,4,mpi
./testData/saj12.txt,47.161,0,15,4,mpi
./testData/saj12.txt,49.463,0,15,4,mpi
./testData/saj12.txt,46.515,0,15,4,mpi
./testData/saj12.txt,55.257,0,20,4,mpi
./testData/saj12.txt,42.206,0,20,4,mpi
./testData/saj12.txt,41.913,0,20,4,mpi
./testData/saj12.txt,42.17,0,20,4,mpi
./testData/saj12.txt,42.360,0,20,4,mpi
./testData/saj12.txt,41.893,0,20,4,mpi
./testData/saj12.txt,40.626,0,20,4,mpi
./testData/saj12.txt,45.136,0,20,4,mpi
./testData/saj12.txt,42.50,0,20,4,mpi
./testData/saj12.txt,51.669,0,20,4,mpi
./testData/saj12.txt,46.395,0,20,4,mpi
./testData/saj12.txt,121.593,0,5,4,mpi
./testData/saj12.txt,125.16,0,5,4,mpi
./testData/saj12.txt,124.969,0,5,4,mpi
./testData/saj12.txt,131.593,0,5,4,mpi
./testData/saj12.txt,126.332,0,5,4,mpi
./testData/saj12.txt,123.949,0,5,4,mpi
./testData/saj6.txt,410.980,0,1,2,mpi
./testData/saj6.txt,410.299,0,1,2,mpi
./testData/saj6.txt,415.907,0,1,2,mpi
./testData/saj6.txt,417.397,0,1,2,mpi
./testData/saj6.txt,413.402,0,1,2,mpi
./testData/saj6.txt,408.777,0,1,2,mpi
./testData/saj6.txt,408.533,0,1,2,mpi
./testData/saj6.txt,409.222,0,1,2,mpi
./testData/saj6.txt,279.963,0,10,2,mpi
./testData/saj6.txt,279.923,0,10,2,mpi
./testData/saj6.txt,279.696,0,10,2,mpi
./testData/saj6.txt,231.378,0,10,2,mpi
./testData/saj6.txt,300.776,0,10,2,mpi
./testData/saj6.txt,283.760,0,10,2,mpi
./testData/saj6.txt,283.635,0,10,2,mpi
./testData/saj6.txt,281.72,0,10,2,mpi
./testData/saj6.txt,280.696,0,10,2,mpi
./testData/saj6.txt,279.611,0,10,2,mpi
./testData/saj6.txt,276.942,0,15,2,mpi
./testData/saj6.txt,229.552,0,15,2,mpi
./testData/saj6.txt,228.561,0,15,2,mpi
./testData/saj6.txt,229.385,0,15,2,mpi
./testData/saj6.txt,231.478,0,15,2,mpi
./testData/saj6.txt,232.193,0,15,2,mpi
./testData/saj6.txt,231.681,0,15,2,mpi
./testData/saj6.txt,228.923,0,15,2,mpi
./testData/saj6.txt,229.543,0,15,2,mpi
./testData/saj6.txt,228.531,0,15,2,mpi
./testData/saj6.txt,263.672,0,20,2,mpi
./testData/saj6.txt,263.698,0,20,2,mpi
./testData/saj6.txt,264.580,0,20,2,mpi
./testData/saj6.txt,265.297,0,20,2,mpi
./testData/saj6.txt,283.454,0,20,2,mpi
./testData/saj6.txt,267.391,0,20,2,mpi
./testData/saj6.txt,266.584,0,20,2,mpi
./testData/saj6.txt,264.667,0,20,2,mpi
./testData/saj6.txt,263.760,0,20,2,mpi
./testData/saj6.txt,264.399,0,20,2,mpi
./testData/saj6.txt,247.667,0,5,2,mpi
./testData/saj6.txt,248.398,0,5,2,mpi
./testData/saj6.txt,247.916,0,5,2,mpi
./testData/saj6.txt,248.343,0,5,2,mpi
./testData/saj6.txt,247.903,0,5,2,mpi
./testData/saj6.txt,248.315,0,5,2,mpi
./testData/saj6.txt,247.91,0,5,2,mpi
./testData/saj6.txt,248.517,0,5,2,mpi
./testData/saj6.txt,247.409,0,5,2,mpi
./testData/saj6.txt,248.101,0,5,2,mpi
./testData/saj6.txt,108.69,0,1,3,mpi
./testData/saj6.txt,30.248,0,10,3,mpi
./testData/saj6.txt,35.4,0,10,3,mpi
./testData/saj6.txt,31.328,0,10,3,mpi
./testData/saj6.txt,40.34,0,10,3,mpi
./testData/saj6.txt,32.397,0,10,3,mpi
./testData/saj6.txt,30.337,0,10,3,mpi
./testData/saj6.txt,26.539,0,15,3,mpi
./testData/saj6.txt,26.590,0,15,3,mpi
./testData/saj6.txt,27.72,0,15,3,mpi
./testData/saj6.txt,28.831,0,15,3,mpi
./testData/saj6.txt,27.81,0,15,3,mpi
./testData/saj6.txt,27.582,0,15,3,mpi
./testData/saj6.txt,28.263,0,15,3,mpi
./testData/saj6.txt,26.721,0,15,3,mpi
./testData/saj6.txt,28.524,0,15,3,mpi
./testData/saj6.txt,27.899,0,15,3,mpi
./testData/saj6.txt,28.533,0,15,3,mpi
./testData/saj6.txt,30.123,0,20,3,mpi
./testData/saj6.txt,25.673,0,20,3,mpi
./testData/saj6.txt,27.910,0,20,3,mpi
./testData/saj6.txt,25.891,0,20,3,mpi
./testData/saj6.txt,25.637,0,20,3,mpi
./testData/saj6.txt,25.747,0,20,3,mpi
./testData/saj6.txt,25.554,0,20,3,mpi
./testData/saj6.txt,25.694,0,20,3,mpi
./testData/saj6.txt,25.679,0,20,3,mpi
./testData/saj6.txt,25.860,0,20,3,mpi
./testData/saj6.txt,47.942,0,5,3,mpi
./testData/saj6.txt,53.155,0,5,3,mpi
./testData/saj6.txt,51.540,0,5,3,mpi
./testData/saj6.txt,49.105,0,5,3,mpi
./testData/saj6.txt,52.550,0,5,3,mpi
./testData/saj6.txt,129.154,0,1,4,mpi
./testData/saj6.txt,129.494,0,1,4,mpi
./testData/saj6.txt,34.461,0,10,4,mpi
./testData/saj6.txt,36.399,0,10,4,mpi
./testData/saj6.txt,33.28,0,10,4,mpi
./testData/saj6.txt,31.70,0,10,4,mpi
./testData/saj6.txt,31.93,0,10,4,mpi
./testData/saj6.txt,30.532,0,10,4,mpi
./testData/saj6.txt,33.291,0,10,4,mpi
./testData/saj6.txt,31.42,0,10,4,mpi
./testData/saj6.txt,30.700,0,10,4,mpi
./testData/saj6.txt,30.990,0,10,4,mpi
./testData/saj6.txt,30.804,0,10,4,mpi
./testData/saj6.txt,31.181,0,10,4,mpi
./testData/saj6.txt,32.558,0,15,4,mpi
./testData/saj6.txt,25.588,0,15,4,mpi
./testData/saj6.txt,26.838,0,15,4,mpi
./testData/saj6.txt,27.530,0,15,4,mpi
./testData/saj6.txt,28.390,0,15,4,mpi
./testData/saj6.txt,26.911,0,15,4,mpi
./testData/saj6.txt,28.84,0,15,4,mpi
./testData/saj6.txt,28.118,0,15,4,mpi
./testData/saj6.txt,31.908,0,15,4,mpi
./testData/saj6.txt,27.583,0,15,4,mpi
./testData/saj6.txt,26.681,0,15,4,mpi
./testData/saj6.txt,26.756,0,15,4,mpi
./testData/saj6.txt,31.217,0,20,4,mpi
./testData/saj6.txt,25.563,0,20,4,mpi
./testData/saj6.txt,25.838,0,20,4,mpi
./testData/saj6.txt,25.645,0,20,4,mpi
./testData/saj6.txt,25.713,0,20,4,mpi
./testData/saj6.txt,24.927,0,20,4,mpi
./testData/saj6.txt,25.716,0,20,4,mpi
./testData/saj6.txt,26.68,0,20,4,mpi
./testData/saj6.txt,25.437,0,20,4,mpi
./testData/saj6.txt,25.539,0,20,4,mpi
./testData/saj6.txt,25.948,0,20,4,mpi
./testData/saj6.txt,25.770,0,20,4,mpi
./testData/saj6.txt,54.179,0,5,4,mpi
./testData/saj6.txt,49.877,0,5,4,mpi
./testData/saj6.txt,53.584,0,5,4,mpi
./testData/saj6.txt,54.32,0,5,4,mpi
./testData/saj6.txt,50.181,0,5,4,mpi
./testData/saj7.txt,571.993,0,15,2,mpi
./testData/saj7.txt,580.401,0,15,2,mpi
./testData/saj7.txt,581.856,0,15,2,mpi
./testData/saj7.txt,583.365,0,15,2,mpi
./testData/saj7.txt,572.195,0,15,2,mpi
./testData/saj7.txt,574.677,0,15,2,mpi
./testData/saj7.txt,574.327,0,15,2,mpi
./testData/saj7.txt,573.339,0,15,2,mpi
./testData/saj7.txt,559.406,0,20,2,mpi
./testData/saj7.txt,562.711,0,20,2,mpi
./testData/saj7.txt,83.767,0,10,3,mpi
./testData/saj7.txt,81.521,0,10,3,mpi
./testData/saj7.txt,81.798,0,10,3,mpi
./testData/saj7.txt,87.299,0,10,3,mpi
./testData/saj7.txt,85.541,0,10,3,mpi
./testData/saj7.txt,84.107,0,10,3,mpi
./testData/saj7.txt,78.916,0,15,3,mpi
./testData/saj7.txt,66.904,0,15,3,mpi
./testData/saj7.txt,66.503,0,15,3,mpi
./testData/saj7.txt,72.585,0,15,3,mpi
./testData/saj7.txt,66.839,0,15,3,mpi
./testData/saj7.txt,65.305,0,15,3,mpi
./testData/saj7.txt,66.820,0,15,3,mpi
./testData/saj7.txt,64.91,0,15,3,mpi
./testData/saj7.txt,74.679,0,15,3,mpi
./testData/saj7.txt,62.343,0,15,3,mpi
./testData/saj7.txt,62.563,0,20,3,mpi
./testData/saj7.txt,68.890,0,20,3,mpi
./testData/saj7.txt,74.507,0,20,3,mpi
./testData/saj7.txt,73.944,0,20,3,mpi
./testData/saj7.txt,60.526,0,20,3,mpi
./testData/saj7.txt,63.37,0,20,3,mpi
./testData/saj7.txt,59.945,0,20,3,mpi
./testData/saj7.txt,59.98,0,20,3,mpi
./testData/saj7.txt,61.181,0,20,3,mpi
./testData/saj7.txt,64.69,0,20,3,mpi
./testData/saj7.txt,128.515,0,5,3,mpi
./testData/saj7.txt,130.259,0,5,3,mpi
./testData/saj7.txt,138.211,0,5,3,mpi
./testData/saj7.txt,135.416,0,5,3,mpi
./testData/saj7.txt,130.237,0,5,3,mpi
./testData/saj7.txt,338.111,0,1,4,mpi
./testData/saj7.txt,85.964,0,10,4,mpi
./testData/saj7.txt,79.541,0,10,4,mpi
./testData/saj7.txt,84.585,0,10,4,mpi
./testData/saj7.txt,78.408,0,10,4,mpi
./testData/saj7.txt,85.538,0,10,4,mpi
./testData/saj7.txt,78.813,0,10,4,mpi
./testData/saj7.txt,82.300,0,10,4,mpi
./testData/saj7.txt,96.37,0,10,4,mpi
./testData/saj7.txt,86.176,0,10,4,mpi
./testData/saj7.txt,85.768,0,10,4,mpi
./testData/saj7.txt,85.838,0,10,4,mpi
./testData/saj7.txt,78.157,0,15,4,mpi
./testData/saj7.txt,71.717,0,15,4,mpi
./testData/saj7.txt,65.483,0,15,4,mpi
./testData/saj7.txt,64.629,0,15,4,mpi
./testData/saj7.txt,69.929,0,15,4,mpi
./testData/saj7.txt,67.335,0,15,4,mpi
./testData/saj7.txt,78.562,0,15,4,mpi
./testData/saj7.txt,64.667,0,15,4,mpi
./testData/saj7.txt,73.157,0,15,4,mpi
./testData/saj7.txt,66.466,0,15,4,mpi
./testData/saj7.txt,68.60,0,15,4,mpi
./testData/saj7.txt,74.154,0,20,4,mpi
./testData/saj7.txt,60.423,0,20,4,mpi
./testData/saj7.txt,60.370,0,20,4,mpi
./testData/saj7.txt,59.750,0,20,4,mpi
./testData/saj7.txt,64.752,0,20,4,mpi
./testData/saj7.txt,64.579,0,20,4,mpi
./testData/saj7.txt,63.749,0,20,4,mpi
./testData/saj7.txt,56.711,0,20,4,mpi
./testData/saj7.txt,64.147,0,20,4,mpi
./testData/saj7.txt,63.328,0,20,4,mpi
./testData/saj7.txt,64.329,0,20,4,mpi
./testData/saj7.txt,131.826,0,5,4,mpi
./testData/saj7.txt,137.657,0,5,4,mpi
./testData/saj7.txt,137.541,0,5,4,mpi
./testData/saj7.txt,130.209,0,5,4,mpi
./testData/saj7.txt,128.345,0,5,4,mpi
